slug,decoded_slug,primary_business_name,primary_platform,enterprise_active,hydreight_active,both_active,enterprise_business_name,hydreight_business_name,enterprise_status,hydreight_status,enterprise_page_title,hydreight_page_title,enterprise_url,hydreight_url,tested_at
NzI0,724,Revitalize Trim Spa & Wellness Center (MI),Enterprise,True,False,False,Revitalize Trim Spa & Wellness Center (MI),,ACTIVE,ERROR_PAGE,Revitalize Trim Spa & Wellness Center (MI),undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NzI0,https://booking.hydreight.com/b/NzI0,2025-06-28T23:13:19.763279
NzI1,725,The DRIPBaR Direct - Gilbert,Enterprise,True,False,False,The DRIPBaR Direct - Gilbert,,ACTIVE,ERROR_PAGE,The DRIPBaR Direct - Gilbert,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NzI1,https://booking.hydreight.com/b/NzI1,2025-06-28T23:13:32.362576
NzI2,726,The DRIPBaR Direct - Carrollwood,Enterprise,True,False,False,The DRIPBaR Direct - Carrollwood,,ACTIVE,ERROR_PAGE,The DRIPBaR Direct - Carrollwood,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NzI2,https://booking.hydreight.com/b/NzI2,2025-06-28T23:13:45.326087
NzQz,743,Be Your Best You Health & Wellness,Hydreight,False,True,False,,Be Your Best You Health & Wellness,ERROR_PAGE,ACTIVE,undefined,Be Your Best You Health & Wellness,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NzQz,https://booking.hydreight.com/b/NzQz,2025-06-28T23:17:30.517047
NzQ0,744,Ebony Wiggins,Hydreight,False,True,False,,Ebony Wiggins,ERROR_PAGE,ACTIVE,undefined,Ebony Wiggins,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NzQ0,https://booking.hydreight.com/b/NzQ0,2025-06-28T23:17:45.808347
NzUw,750,Uplift Infusion,Hydreight,False,True,False,,Uplift Infusion,ERROR_PAGE,ACTIVE,undefined,Uplift Infusion,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NzUw,https://booking.hydreight.com/b/NzUw,2025-06-28T23:19:06.467171
NzUy,752,Sigma medical spa & Moble IV infusion,Hydreight,False,True,False,,Sigma medical spa & Moble IV infusion,ERROR_PAGE,ACTIVE,undefined,Sigma medical spa & Moble IV infusion,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NzUy,https://booking.hydreight.com/b/NzUy,2025-06-28T23:19:33.565058
NzY5,769,ReYOU MedSpa and Aesthetics,Hydreight,False,True,False,,ReYOU MedSpa and Aesthetics,ERROR_PAGE,ACTIVE,undefined,ReYOU MedSpa and Aesthetics,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NzY5,https://booking.hydreight.com/b/NzY5,2025-06-28T23:23:13.353457
Nzcz,773,New Image Bodycare,Hydreight,False,True,False,,New Image Bodycare,ERROR_PAGE,ACTIVE,undefined,New Image Bodycare,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/Nzcz,https://booking.hydreight.com/b/Nzcz,2025-06-28T23:24:04.698023
Nzc1,775,Access Hydrate,Hydreight,False,True,False,,Access Hydrate,ERROR_PAGE,ACTIVE,undefined,Access Hydrate,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/Nzc1,https://booking.hydreight.com/b/Nzc1,2025-06-28T23:24:32.028782
Nzgw,780,Cafe Infusion,Hydreight,False,True,False,,Cafe Infusion,ERROR_PAGE,ACTIVE,undefined,Cafe Infusion,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/Nzgw,https://booking.hydreight.com/b/Nzgw,2025-06-28T23:25:47.959998
Nzgx,781,REVIVE-U WELLNESS LLC,Hydreight,False,True,False,,REVIVE-U WELLNESS LLC,ERROR_PAGE,ACTIVE,undefined,REVIVE-U WELLNESS LLC,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/Nzgx,https://booking.hydreight.com/b/Nzgx,2025-06-28T23:25:59.823349
Nzkx,791,East Coast Wellness,Hydreight,False,True,False,,East Coast Wellness,ERROR_PAGE,ACTIVE,undefined,East Coast Wellness,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/Nzkx,https://booking.hydreight.com/b/Nzkx,2025-06-28T23:28:23.265829
Nzky,792,RevIVe Hydration,Hydreight,False,True,False,,RevIVe Hydration,ERROR_PAGE,ACTIVE,undefined,RevIVe Hydration,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/Nzky,https://booking.hydreight.com/b/Nzky,2025-06-28T23:28:36.446211
ODA2,806,Vita Nova Health and Wellness,Hydreight,False,True,False,,Vita Nova Health and Wellness,ERROR_PAGE,ACTIVE,undefined,Vita Nova Health and Wellness,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/ODA2,https://booking.hydreight.com/b/ODA2,2025-06-28T23:31:49.494804
ODA5,809,Elite IV Therapy,Hydreight,False,True,False,,Elite IV Therapy,ERROR_PAGE,ACTIVE,undefined,Elite IV Therapy,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/ODA5,https://booking.hydreight.com/b/ODA5,2025-06-28T23:32:31.259573
ODEz,813,Health & Hydration with Hannah & Nichole,Hydreight,False,True,False,,Health & Hydration with Hannah & Nichole,ERROR_PAGE,ACTIVE,undefined,Health & Hydration with Hannah & Nichole,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/ODEz,https://booking.hydreight.com/b/ODEz,2025-06-28T23:33:26.643917
ODE0,814,Laura Treer,Hydreight,False,True,False,,Laura Treer,ERROR_PAGE,ACTIVE,undefined,Laura Treer,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/ODE0,https://booking.hydreight.com/b/ODE0,2025-06-28T23:33:41.170649
ODE3,817,Stephanie Covill,Hydreight,False,True,False,,Stephanie Covill,ERROR_PAGE,ACTIVE,undefined,Stephanie Covill,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/ODE3,https://booking.hydreight.com/b/ODE3,2025-06-28T23:34:28.016493
ODI4,828,IV LEAGUE CONCIERGE,Hydreight,False,True,False,,IV LEAGUE CONCIERGE,ERROR_PAGE,ACTIVE,undefined,IV LEAGUE CONCIERGE,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/ODI4,https://booking.hydreight.com/b/ODI4,2025-06-28T23:36:59.454759
ODM2,836,406 Infusion Therapies,Hydreight,False,True,False,,406 Infusion Therapies,ERROR_PAGE,ACTIVE,undefined,406 Infusion Therapies,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/ODM2,https://booking.hydreight.com/b/ODM2,2025-06-28T23:39:01.087486
ODU1,855,Kasa Express Nursing,Hydreight,False,True,False,,Kasa Express Nursing,ERROR_PAGE,ACTIVE,undefined,Kasa Express Nursing,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/ODU1,https://booking.hydreight.com/b/ODU1,2025-06-28T23:43:35.331760
ODU2,856,Alternative Therapy MD,Hydreight,False,True,False,,Alternative Therapy MD,ERROR_PAGE,ACTIVE,undefined,Alternative Therapy MD,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/ODU2,https://booking.hydreight.com/b/ODU2,2025-06-28T23:43:48.681400
ODU5,859,Eden Hydration,Hydreight,False,True,False,,Eden Hydration,ERROR_PAGE,ACTIVE,undefined,Eden Hydration,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/ODU5,https://booking.hydreight.com/b/ODU5,2025-06-28T23:44:37.607961
ODY2,866,Drip & Heal,Hydreight,False,True,False,,Drip & Heal,ERROR_PAGE,ACTIVE,undefined,Drip & Heal,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/ODY2,https://booking.hydreight.com/b/ODY2,2025-06-28T23:46:22.133302
ODY3,867,Driftless Hydration,Hydreight,False,True,False,,Driftless Hydration,ERROR_PAGE,ACTIVE,undefined,Driftless Hydration,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/ODY3,https://booking.hydreight.com/b/ODY3,2025-06-28T23:46:39.850381
ODcx,871,Hybrid Hydration,Hydreight,False,True,False,,Hybrid Hydration,ERROR_PAGE,ACTIVE,undefined,Hybrid Hydration,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/ODcx,https://booking.hydreight.com/b/ODcx,2025-06-28T23:47:35.721812
ODg1,885,Sharoen Rose,Hydreight,False,True,False,,Sharoen Rose,ERROR_PAGE,ACTIVE,undefined,Sharoen Rose,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/ODg1,https://booking.hydreight.com/b/ODg1,2025-06-28T23:50:50.790971
ODg2,886,Pure Drip,Hydreight,False,True,False,,Pure Drip,ERROR_PAGE,ACTIVE,undefined,Pure Drip,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/ODg2,https://booking.hydreight.com/b/ODg2,2025-06-28T23:51:04.241718
ODg5,889,HydraLyfe Hydration & Wellness,Hydreight,False,True,False,,HydraLyfe Hydration & Wellness,ERROR_PAGE,ACTIVE,undefined,HydraLyfe Hydration & Wellness,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/ODg5,https://booking.hydreight.com/b/ODg5,2025-06-28T23:51:45.252467
OTA3,907,Latonya Haselrig,Hydreight,False,True,False,,Latonya Haselrig,ERROR_PAGE,ACTIVE,undefined,Latonya Haselrig,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/OTA3,https://booking.hydreight.com/b/OTA3,2025-06-28T23:55:56.122351
OTEy,912,The Hydreight - Master,Hydreight,False,True,False,,The Hydreight - Master,ERROR_PAGE,ACTIVE,undefined,The Hydreight - Master,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/OTEy,https://booking.hydreight.com/b/OTEy,2025-06-28T23:57:08.678246
OTE5,919,Beauty and Quench Lounge,Hydreight,False,True,False,,Beauty and Quench Lounge,ERROR_PAGE,ACTIVE,undefined,Beauty and Quench Lounge,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/OTE5,https://booking.hydreight.com/b/OTE5,2025-06-28T23:58:54.619654
OTIx,921,Sokhon Pok,Hydreight,False,True,False,,Sokhon Pok,ERROR_PAGE,ACTIVE,undefined,Sokhon Pok,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/OTIx,https://booking.hydreight.com/b/OTIx,2025-06-28T23:59:24.925176
OTI1,925,Laquita Nicole Watts,Hydreight,False,True,False,,Laquita Nicole Watts,ERROR_PAGE,ACTIVE,undefined,Laquita Nicole Watts,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/OTI1,https://booking.hydreight.com/b/OTI1,2025-06-29T00:00:20.949803
OTI5,929,alteRNaDRIPS,Hydreight,False,True,False,,alteRNaDRIPS,ERROR_PAGE,ACTIVE,undefined,alteRNaDRIPS,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/OTI5,https://booking.hydreight.com/b/OTI5,2025-06-29T00:01:20.444636
OTMw,930,Kierra Flores,Hydreight,False,True,False,,Kierra Flores,ERROR_PAGE,ACTIVE,undefined,Kierra Flores,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/OTMw,https://booking.hydreight.com/b/OTMw,2025-06-29T00:01:34.994146
OTM1,935,Yexenia Jaramillo,Hydreight,False,True,False,,Yexenia Jaramillo,ERROR_PAGE,ACTIVE,undefined,Yexenia Jaramillo,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/OTM1,https://booking.hydreight.com/b/OTM1,2025-06-29T00:02:48.639881
OTQw,940,Great Hydration & Wellness,Hydreight,False,True,False,,Great Hydration & Wellness,ERROR_PAGE,ACTIVE,undefined,Great Hydration & Wellness,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/OTQw,https://booking.hydreight.com/b/OTQw,2025-06-29T00:04:10.633407
OTQx,941,Kaylee Streeter,Hydreight,False,True,False,,Kaylee Streeter,ERROR_PAGE,ACTIVE,undefined,Kaylee Streeter,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/OTQx,https://booking.hydreight.com/b/OTQx,2025-06-29T00:04:27.534222
MTIwMA==,1200,Infuz,Hydreight,False,True,False,,Infuz,ERROR_PAGE,ACTIVE,undefined,Infuz,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTIwMA==,https://booking.hydreight.com/b/MTIwMA==,2025-06-29T11:59:50.672968
MTIwNA==,1204,Northern Lytes Wellness LLC,Hydreight,False,True,False,,Northern Lytes Wellness LLC,ERROR_PAGE,ACTIVE,undefined,Northern Lytes Wellness LLC,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTIwNA==,https://booking.hydreight.com/b/MTIwNA==,2025-06-29T12:00:56.788258
MTIxMA==,1210,"Hydrate 315, LLC",Hydreight,False,True,False,,"Hydrate 315, LLC",ERROR_PAGE,ACTIVE,undefined,"Hydrate 315, LLC",https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTIxMA==,https://booking.hydreight.com/b/MTIxMA==,2025-06-29T12:02:25.830834
MTIyMg==,1222,Homeostasis Hydration,Hydreight,False,True,False,,Homeostasis Hydration,ERROR_PAGE,ACTIVE,undefined,Homeostasis Hydration,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTIyMg==,https://booking.hydreight.com/b/MTIyMg==,2025-06-29T12:05:01.671499
MTIyMw==,1223,Amanda Faro,Hydreight,False,True,False,,Amanda Faro,ERROR_PAGE,ACTIVE,undefined,Amanda Faro,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTIyMw==,https://booking.hydreight.com/b/MTIyMw==,2025-06-29T12:05:16.622759
MTIyNQ==,1225,Sunset Recharge,Hydreight,False,True,False,,Sunset Recharge,ERROR_PAGE,ACTIVE,undefined,Sunset Recharge,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTIyNQ==,https://booking.hydreight.com/b/MTIyNQ==,2025-06-29T12:05:42.954852
MTIzMg==,1232,divine drip iv therapy,Hydreight,False,True,False,,divine drip iv therapy,ERROR_PAGE,ACTIVE,undefined,divine drip iv therapy,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTIzMg==,https://booking.hydreight.com/b/MTIzMg==,2025-06-29T12:07:16.923701
MTIzNw==,1237,PUR Hydration and Wellness NW,Hydreight,False,True,False,,PUR Hydration and Wellness NW,ERROR_PAGE,ACTIVE,undefined,PUR Hydration and Wellness NW,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTIzNw==,https://booking.hydreight.com/b/MTIzNw==,2025-06-29T12:08:21.009960
MTIzOA==,1238,VIVE IV Therapy,Hydreight,False,True,False,,VIVE IV Therapy,ERROR_PAGE,ACTIVE,undefined,VIVE IV Therapy,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTIzOA==,https://booking.hydreight.com/b/MTIzOA==,2025-06-29T12:08:32.237019
MTI0Mw==,1243,HydroBar LLC,Hydreight,False,True,False,,HydroBar LLC,ERROR_PAGE,ACTIVE,undefined,HydroBar LLC,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTI0Mw==,https://booking.hydreight.com/b/MTI0Mw==,2025-06-29T12:09:35.370657
MTMzMA==,1330,The Fountain Place,Hydreight,False,True,False,,The Fountain Place,TIMEOUT,ACTIVE,,The Fountain Place,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTMzMA==,https://booking.hydreight.com/b/MTMzMA==,2025-06-29T17:56:13.267778
MTMzMw==,1333,Upstate Drip Bar,Hydreight,False,True,False,,Upstate Drip Bar,ERROR_PAGE,ACTIVE,undefined,Upstate Drip Bar,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTMzMw==,https://booking.hydreight.com/b/MTMzMw==,2025-06-29T17:57:04.663024
MTMzNg==,1336,Peace Health Time Wellness and Prevention Consultation Services (IV & Injectable Nutrition),Hydreight,False,True,False,,Peace Health Time Wellness and Prevention Consultation Services (IV & Injectable Nutrition),ERROR_PAGE,ACTIVE,undefined,Peace Health Time Wellness and Prevention Consultation Services (IV & Injectable Nutrition),https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTMzNg==,https://booking.hydreight.com/b/MTMzNg==,2025-06-29T17:57:54.074582
MTMzNw==,1337,Almost Heaven Mobile Hydration,Hydreight,False,True,False,,Almost Heaven Mobile Hydration,ERROR_PAGE,ACTIVE,undefined,Almost Heaven Mobile Hydration,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTMzNw==,https://booking.hydreight.com/b/MTMzNw==,2025-06-29T17:58:07.436909
MTMzOA==,1338,Sophie Jo Aesthetics and Hydration,Hydreight,False,True,False,,Sophie Jo Aesthetics and Hydration,ERROR_PAGE,ACTIVE,undefined,Sophie Jo Aesthetics and Hydration,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTMzOA==,https://booking.hydreight.com/b/MTMzOA==,2025-06-29T17:58:20.649817
MTMzOQ==,1339,"Deep End IV Hydration, LLC",Hydreight,False,True,False,,"Deep End IV Hydration, LLC",ERROR_PAGE,ACTIVE,undefined,"Deep End IV Hydration, LLC",https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTMzOQ==,https://booking.hydreight.com/b/MTMzOQ==,2025-06-29T17:58:37.479506
MTM0Mw==,1343,Simply B IV,Hydreight,False,True,False,,Simply B IV,ERROR_PAGE,ACTIVE,undefined,Simply B IV,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTM0Mw==,https://booking.hydreight.com/b/MTM0Mw==,2025-06-29T17:59:27.351216
MTM0Nw==,1347,Southern Oregon infusion,Hydreight,False,True,False,,Southern Oregon infusion,ERROR_PAGE,ACTIVE,undefined,Southern Oregon infusion,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTM0Nw==,https://booking.hydreight.com/b/MTM0Nw==,2025-06-29T18:00:26.077370
MTM1NA==,1354,Sublime Hydration & Wellness,Hydreight,False,True,False,,Sublime Hydration & Wellness,ERROR_PAGE,ACTIVE,undefined,Sublime Hydration & Wellness,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTM1NA==,https://booking.hydreight.com/b/MTM1NA==,2025-06-29T18:02:04.152330
MjE5,219,Royalty Inspired,Hydreight,False,True,False,,Royalty Inspired,ERROR_PAGE,ACTIVE,undefined,Royalty Inspired,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MjE5,https://booking.hydreight.com/b/MjE5,2025-06-28T20:23:09.025628
MjIx,221,Luis Figueiredo,Hydreight,False,True,False,,Luis Figueiredo,ERROR_PAGE,ACTIVE,undefined,Luis Figueiredo,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MjIx,https://booking.hydreight.com/b/MjIx,2025-06-28T20:23:34.888925
MjI1,225,AcquaVita Health,Hydreight,False,True,False,,AcquaVita Health,ERROR_PAGE,ACTIVE,undefined,AcquaVita Health,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MjI1,https://booking.hydreight.com/b/MjI1,2025-06-28T20:24:26.975556
MjM4,238,Hydrate & More,Hydreight,False,True,False,,Hydrate & More,ERROR_PAGE,ACTIVE,undefined,Hydrate & More,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MjM4,https://booking.hydreight.com/b/MjM4,2025-06-28T20:27:17.514182
MjM5,239,Boise Mountain IV Hydration,Hydreight,False,True,False,,Boise Mountain IV Hydration,ERROR_PAGE,ACTIVE,undefined,Boise Mountain IV Hydration,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MjM5,https://booking.hydreight.com/b/MjM5,2025-06-28T20:27:30.211213
MjQz,243,Someday Wellness,Hydreight,False,True,False,,Someday Wellness,ERROR_PAGE,ACTIVE,undefined,Someday Wellness,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MjQz,https://booking.hydreight.com/b/MjQz,2025-06-28T20:28:21.132842
MjQ1,245,The IV Hydration Bar,Hydreight,False,True,False,,The IV Hydration Bar,ERROR_PAGE,ACTIVE,undefined,The IV Hydration Bar,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MjQ1,https://booking.hydreight.com/b/MjQ1,2025-06-28T20:28:47.945153
MjQ2,246,A San Angelo Mobile IV Hydration,Hydreight,False,True,False,,A San Angelo Mobile IV Hydration,ERROR_PAGE,ACTIVE,undefined,A San Angelo Mobile IV Hydration,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MjQ2,https://booking.hydreight.com/b/MjQ2,2025-06-28T20:29:03.111045
MjQ3,247,Hydreight Medical,Hydreight,False,True,False,,Hydreight Medical,ERROR_PAGE,ACTIVE,undefined,Hydreight Medical,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MjQ3,https://booking.hydreight.com/b/MjQ3,2025-06-28T20:29:16.231685
MjUw,250,Body Contour Aesthetics & Wellness,Hydreight,False,True,False,,Body Contour Aesthetics & Wellness,ERROR_PAGE,ACTIVE,undefined,Body Contour Aesthetics & Wellness,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MjUw,https://booking.hydreight.com/b/MjUw,2025-06-28T20:29:54.029126
MjU2,256,Stacey Wageley,Hydreight,False,True,False,,Stacey Wageley,ERROR_PAGE,ACTIVE,undefined,Stacey Wageley,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MjU2,https://booking.hydreight.com/b/MjU2,2025-06-28T20:31:16.616065
MjYy,262,IV Hydrate Concierge,Hydreight,False,True,False,,IV Hydrate Concierge,ERROR_PAGE,ACTIVE,undefined,IV Hydrate Concierge,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MjYy,https://booking.hydreight.com/b/MjYy,2025-06-28T20:32:31.596570
Mjc1,275,Hydration Station & Therapies,Hydreight,False,True,False,,Hydration Station & Therapies,ERROR_PAGE,ACTIVE,undefined,Hydration Station & Therapies,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/Mjc1,https://booking.hydreight.com/b/Mjc1,2025-06-28T20:35:26.261978
Mjc2,276,Vivify Wellness,Hydreight,False,True,False,,Vivify Wellness,ERROR_PAGE,ACTIVE,undefined,Vivify Wellness,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/Mjc2,https://booking.hydreight.com/b/Mjc2,2025-06-28T20:35:39.126040
Mjgw,280,Invigorate Plus . F Leah Mayelian,Hydreight,False,True,False,,Invigorate Plus . F Leah Mayelian,ERROR_PAGE,ACTIVE,undefined,Invigorate Plus . F Leah Mayelian,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/Mjgw,https://booking.hydreight.com/b/Mjgw,2025-06-28T20:36:31.098225
Mjg1,285,Beautiful You esthetics by Deanna,Hydreight,False,True,False,,Beautiful You esthetics by Deanna,ERROR_PAGE,ACTIVE,undefined,Beautiful You esthetics by Deanna,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/Mjg1,https://booking.hydreight.com/b/Mjg1,2025-06-28T20:37:35.736218
MTgwMg==,1802,OLA - Master,Hydreight,False,True,False,,OLA - Master,ERROR_PAGE,ACTIVE,undefined,OLA - Master,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTgwMg==,https://booking.hydreight.com/b/MTgwMg==,2025-06-29T21:00:58.583410
MTgwMw==,1803,Pout Parlour,Hydreight,False,True,False,,Pout Parlour,ERROR_PAGE,ACTIVE,undefined,Pout Parlour,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTgwMw==,https://booking.hydreight.com/b/MTgwMw==,2025-06-29T21:01:13.197408
MTgwNA==,1804,Sky city pharmacy,Hydreight,False,True,False,,Sky city pharmacy,ERROR_PAGE,ACTIVE,undefined,Sky city pharmacy,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTgwNA==,https://booking.hydreight.com/b/MTgwNA==,2025-06-29T21:01:29.021826
MTgwNQ==,1805,Rose et Blanc Beauty by Frances,Hydreight,False,True,False,,Rose et Blanc Beauty by Frances,ERROR_PAGE,ACTIVE,undefined,Rose et Blanc Beauty by Frances,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTgwNQ==,https://booking.hydreight.com/b/MTgwNQ==,2025-06-29T21:01:48.404244
MTgwNw==,1807,The Well Drip Clinic,Hydreight,False,True,False,,The Well Drip Clinic,ERROR_PAGE,ACTIVE,undefined,The Well Drip Clinic,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTgwNw==,https://booking.hydreight.com/b/MTgwNw==,2025-06-29T21:02:17.262251
MTgxMA==,1810,Lutz Pharmacy,Hydreight,False,True,False,,Lutz Pharmacy,ERROR_PAGE,ACTIVE,undefined,Lutz Pharmacy,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTgxMA==,https://booking.hydreight.com/b/MTgxMA==,2025-06-29T21:02:56.027836
MTgxMQ==,1811,Palm Harbor Pharmacy,Hydreight,False,True,False,,Palm Harbor Pharmacy,ERROR_PAGE,ACTIVE,undefined,Palm Harbor Pharmacy,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTgxMQ==,https://booking.hydreight.com/b/MTgxMQ==,2025-06-29T21:03:10.103370
MTgxMg==,1812,Gainesville Pharmacy,Hydreight,False,True,False,,Gainesville Pharmacy,ERROR_PAGE,ACTIVE,undefined,Gainesville Pharmacy,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTgxMg==,https://booking.hydreight.com/b/MTgxMg==,2025-06-29T21:03:23.054258
MTgxMw==,1813,TLCRX,Hydreight,False,True,False,,TLCRX,ERROR_PAGE,ACTIVE,undefined,TLCRX,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTgxMw==,https://booking.hydreight.com/b/MTgxMw==,2025-06-29T21:03:35.873817
MTgxNA==,1814,BIOWELL SPECIALTY PHARMACY,Hydreight,False,True,False,,BIOWELL SPECIALTY PHARMACY,ERROR_PAGE,ACTIVE,undefined,BIOWELL SPECIALTY PHARMACY,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTgxNA==,https://booking.hydreight.com/b/MTgxNA==,2025-06-29T21:03:48.700022
MTgxNQ==,1815,PURE HEALTH PHARMACY LLC,Hydreight,False,True,False,,PURE HEALTH PHARMACY LLC,ERROR_PAGE,ACTIVE,undefined,PURE HEALTH PHARMACY LLC,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTgxNQ==,https://booking.hydreight.com/b/MTgxNQ==,2025-06-29T21:04:03.583121
MTgxNg==,1816,SHOPPERS PHARMACY,Hydreight,False,True,False,,SHOPPERS PHARMACY,ERROR_PAGE,ACTIVE,undefined,SHOPPERS PHARMACY,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTgxNg==,https://booking.hydreight.com/b/MTgxNg==,2025-06-29T21:04:15.553396
MTgxNw==,1817,RX CARE SPECIALTY PHARMACY,Hydreight,False,True,False,,RX CARE SPECIALTY PHARMACY,ERROR_PAGE,ACTIVE,undefined,RX CARE SPECIALTY PHARMACY,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTgxNw==,https://booking.hydreight.com/b/MTgxNw==,2025-06-29T21:04:33.246879
MTgxOA==,1818,Buddys Pharmacy,Hydreight,False,True,False,,Buddys Pharmacy,ERROR_PAGE,ACTIVE,undefined,Buddys Pharmacy,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTgxOA==,https://booking.hydreight.com/b/MTgxOA==,2025-06-29T21:04:46.641600
MTgxOQ==,1819,Montclair Pharmacy,Hydreight,False,True,False,,Montclair Pharmacy,ERROR_PAGE,ACTIVE,undefined,Montclair Pharmacy,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTgxOQ==,https://booking.hydreight.com/b/MTgxOQ==,2025-06-29T21:04:58.108460
MTgyMQ==,1821,MESQUITE PHARMACY,Hydreight,False,True,False,,MESQUITE PHARMACY,ERROR_PAGE,ACTIVE,undefined,MESQUITE PHARMACY,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTgyMQ==,https://booking.hydreight.com/b/MTgyMQ==,2025-06-29T21:05:23.942543
