slug,tested_at,enterprise_status,enterprise_business_name,enterprise_classification,enterprise_page_title,enterprise_content_length,enterprise_load_time,enterprise_url,enterprise_final_url,enterprise_business_indicators,enterprise_error_indicators,hydreight_status,hydreight_business_name,hydreight_classification,hydreight_page_title,hydreight_content_length,hydreight_load_time,hydreight_url,hydreight_final_url,hydreight_business_indicators,hydreight_error_indicators,enterprise_active,hydreight_active,both_active,either_active,primary_business_name,primary_platform
MTMzMA==,2025-06-29T17:56:13.267778,TIMEOUT,,TIMEOUT_ERROR,,0,10,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTMzMA==,,0,0,ACTIVE,The Fountain Place,ACTIVE_BUSINESS,The Fountain Place,34054,8.37549877166748,https://booking.hydreight.com/b/MTMzMA==,https://booking.hydreight.com/widget-business/th79d,2,1,False,True,False,True,The Fountain Place,Hydreight
MTMzMQ==,2025-06-29T17:56:36.799928,ERROR_PAGE,,UNDEFINED_TITLE_OR_ERROR_INDICATORS,undefined,31648,14.567354917526245,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTMzMQ==,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget,1,2,ERROR_PAGE,,EMPTY_TITLE_INVALID_URL,,33284,8.85767126083374,https://booking.hydreight.com/b/MTMzMQ==,https://booking.hydreight.com/b/MTMzMQ==,1,1,False,False,False,False,,None
MTMzMg==,2025-06-29T17:56:50.524156,ERROR_PAGE,,UNDEFINED_TITLE_OR_ERROR_INDICATORS,undefined,31648,7.224048852920532,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTMzMg==,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget,1,2,ERROR_PAGE,,EMPTY_TITLE_INVALID_URL,,31242,6.393041372299194,https://booking.hydreight.com/b/MTMzMg==,https://booking.hydreight.com/widget,2,2,False,False,False,False,,None
MTMzMw==,2025-06-29T17:57:04.663024,ERROR_PAGE,,UNDEFINED_TITLE_OR_ERROR_INDICATORS,undefined,31648,7.580335855484009,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTMzMw==,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget,1,2,ACTIVE,Upstate Drip Bar,ACTIVE_BUSINESS,Upstate Drip Bar,45449,6.449743747711182,https://booking.hydreight.com/b/MTMzMw==,https://booking.hydreight.com/widget-business/kx41i,9,2,False,True,False,True,Upstate Drip Bar,Hydreight
MTMzNA==,2025-06-29T17:57:25.359093,ERROR_PAGE,,UNDEFINED_TITLE_OR_ERROR_INDICATORS,undefined,31648,9.071010112762451,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTMzNA==,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget,1,2,ERROR_PAGE,,UNDEFINED_TITLE_OR_ERROR_INDICATORS,undefined,31260,11.51741099357605,https://booking.hydreight.com/b/MTMzNA==,https://booking.hydreight.com/widget,2,2,False,False,False,False,,None
MTMzNQ==,2025-06-29T17:57:39.604548,ERROR_PAGE,,UNDEFINED_TITLE_OR_ERROR_INDICATORS,undefined,31648,8.840385913848877,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTMzNQ==,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget,1,2,ERROR_PAGE,,UNDEFINED_TITLE_OR_ERROR_INDICATORS,undefined,31260,5.2967119216918945,https://booking.hydreight.com/b/MTMzNQ==,https://booking.hydreight.com/widget,2,2,False,False,False,False,,None
MTMzNg==,2025-06-29T17:57:54.074582,ERROR_PAGE,,UNDEFINED_TITLE_OR_ERROR_INDICATORS,undefined,31648,7.732799053192139,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTMzNg==,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget,1,2,ACTIVE,Peace Health Time Wellness and Prevention Consultation Services (IV & Injectable Nutrition),ACTIVE_BUSINESS,Peace Health Time Wellness and Prevention Consultation Services (IV & Injectable Nutrition),45873,6.628488063812256,https://booking.hydreight.com/b/MTMzNg==,https://booking.hydreight.com/widget-business/nj92i,10,2,False,True,False,True,Peace Health Time Wellness and Prevention Consultation Services (IV & Injectable Nutrition),Hydreight
MTMzNw==,2025-06-29T17:58:07.436909,ERROR_PAGE,,UNDEFINED_TITLE_OR_ERROR_INDICATORS,undefined,31648,6.940068960189819,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTMzNw==,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget,1,2,ACTIVE,Almost Heaven Mobile Hydration,ACTIVE_BUSINESS,Almost Heaven Mobile Hydration,45358,6.315077066421509,https://booking.hydreight.com/b/MTMzNw==,https://booking.hydreight.com/widget-business/uz91j,6,2,False,True,False,True,Almost Heaven Mobile Hydration,Hydreight
MTMzOA==,2025-06-29T17:58:20.649817,ERROR_PAGE,,UNDEFINED_TITLE_OR_ERROR_INDICATORS,undefined,31648,7.110345125198364,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTMzOA==,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget,1,2,ACTIVE,Sophie Jo Aesthetics and Hydration,ACTIVE_BUSINESS,Sophie Jo Aesthetics and Hydration,33780,5.9940948486328125,https://booking.hydreight.com/b/MTMzOA==,https://booking.hydreight.com/b/MTMzOA==,4,1,False,True,False,True,Sophie Jo Aesthetics and Hydration,Hydreight
MTMzOQ==,2025-06-29T17:58:37.479506,ERROR_PAGE,,UNDEFINED_TITLE_OR_ERROR_INDICATORS,undefined,31648,10.8192777633667,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTMzOQ==,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget,1,2,ACTIVE,"Deep End IV Hydration, LLC",ACTIVE_BUSINESS,"Deep End IV Hydration, LLC",36548,5.901790142059326,https://booking.hydreight.com/b/MTMzOQ==,https://booking.hydreight.com/widget-business/pz83a,6,1,False,True,False,True,"Deep End IV Hydration, LLC",Hydreight
