slug,status,business_name,services,load_time,content_length,business_indicators,error_indicators,final_url,page_title,timestamp
ho36v,ACTIVE,The DRIPBaR,"Weight Loss, Therapy",6.817975997924805,1835,5,0,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget-business/ho36v,The DRIPBaR Direct - Cumming (RI),2025-06-22T09:21:42.555222
bw09u,ACTIVE,The DRIPBaR,"Weight Loss, Therapy",7.8639609813690186,1838,5,0,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget-business/bw09u,The DRIPBaR Direct - Greenville (WV),2025-06-22T09:21:42.555233
tj56a,ACTIVE,The DRIPBaR,"Weight Loss, Therapy",7.240527868270874,1836,5,0,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget-business/tj56a,The DRIPBaR Direct - Richmond (ME),2025-06-22T09:21:42.555241
bd49i,ACTIVE,The DRIPBaR,"Weight Loss, Therapy",7.932798862457275,1839,5,0,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget-business/bd49i,The DRIPBaR Direct - Grand Forks (FL),2025-06-22T09:21:42.555248
qw01p,ACTIVE,The DRIPBaR,"Weight Loss, Therapy",7.631711959838867,1847,5,0,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget-business/qw01p,DRIPBaR Direct - Carrollwood (NJ),2025-06-22T09:21:42.555254
