slug,slug_number,original_url,final_url,page_title,business_name,business_type,location_info,contact_info,services,specializations,business_description,operating_hours,pricing_info,redirect_info,widget_business_slug,page_structure,meta_data,business_indicators,error_indicators,content_quality,social_media,images_count,load_time,content_length,collected_at,error_type,error_message
MTA,10,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MTA,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget,undefined,,IV Therapy/Wellness,"['93063', '66667', '11741', '76505', '71689', '63672', '70974', '25252', '58681', '29761']","{'phones': ['2147483647'], 'websites': ['https://vsdigitalprod.blob.core.windows.net/vsdigital', 'https://wsrv.nl/?url=undefined&amp', 'https://jsd-widget.atlassian.com/assets/embed.js', 'http://www.w3.org/2000/svg', 'https://cdn.logr-ingest.com/logger']}",,,,,,Redirects to generic widget,,"{'has_forms': True, 'has_booking': False, 'has_services': False, 'has_pricing': False, 'has_contact': True, 'has_location': False, 'script_count': 7, 'style_count': 10, 'image_count': 2, 'link_count': 0}","{'viewport': 'width=device-width,initial-scale=1,shrink-to-fit=no,maximum-scale=1,user-scalable=no'}",1,2,Medium,,2,5.14,31647,2025-06-22T12:21:27.671989,,
MzY1,365,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MzY1,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MzY1,,,IV Therapy/Wellness,"['93063', '76505', '71689', '63672', '70974', '29761', '10337', '88605', '99131', '21474']","{'phones': ['2147483647'], 'websites': ['https://jsd-widget.atlassian.com/assets/embed.js', 'https://cdn.logr-ingest.com/logger', 'https://jsd-widget.atlassian.com', 'https://polyfill.io/v3/polyfill.min.js?features=es2017%2Cdefault%2Ces2015%2Ces2016%2CIntl', 'https://wsrv.nl/?url=&amp']}",,,,,,No redirect,,"{'has_forms': True, 'has_booking': False, 'has_services': False, 'has_pricing': False, 'has_contact': False, 'has_location': False, 'script_count': 6, 'style_count': 11, 'image_count': 0, 'link_count': 0}","{'viewport': 'width=device-width,initial-scale=1,shrink-to-fit=no,maximum-scale=1,user-scalable=no'}",0,2,Low,,0,1.68,33649,2025-06-22T12:21:29.580030,,
MzY2,366,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MzY2,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget-business/s2q7x,,,IV Therapy/Wellness,"['93063', '66667', '76505', '71689', '63672', '70974', '25252', '58681', '29761', '76389']","{'phones': ['2147483647'], 'websites': ['https://vsdigitalprod.blob.core.windows.net/vsdigital', 'https://www.googletagmanager.com/gtag/js?id=G', 'https://jsd-widget.atlassian.com/assets/embed.js', 'http://www.w3.org/2000/svg', 'https://cdn.logr-ingest.com/logger']}",,,,,,Redirects to widget-business: s2q7x,s2q7x,"{'has_forms': True, 'has_booking': False, 'has_services': False, 'has_pricing': False, 'has_contact': False, 'has_location': False, 'script_count': 12, 'style_count': 10, 'image_count': 4, 'link_count': 0}","{'viewport': 'width=device-width,initial-scale=1,shrink-to-fit=no,maximum-scale=1,user-scalable=no'}",0,2,Low,,4,2.22,31779,2025-06-22T12:21:32.016545,,
MzY4,368,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MzY4,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MzY4,Test SP,Test SP,IV Therapy/Wellness,"['93063', '76505', '71689', '63672', '70974', '29761', '10337', '88605', '99131', '21474']","{'phones': ['2147483647'], 'websites': ['https://jsd-widget.atlassian.com/assets/embed.js', 'https://cdn.logr-ingest.com/logger', 'https://jsd-widget.atlassian.com', 'https://wsrv.nl/?url=null&amp', 'https://polyfill.io/v3/polyfill.min.js?features=es2017%2Cdefault%2Ces2015%2Ces2016%2CIntl']}",,,,,,No redirect,,"{'has_forms': True, 'has_booking': False, 'has_services': False, 'has_pricing': False, 'has_contact': False, 'has_location': False, 'script_count': 6, 'style_count': 11, 'image_count': 0, 'link_count': 0}","{'viewport': 'width=device-width,initial-scale=1,shrink-to-fit=no,maximum-scale=1,user-scalable=no'}",0,2,Medium,,0,1.72,33656,2025-06-22T12:21:33.960902,,
MzYw,360,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MzYw,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MzYw,Test SP,Test SP,IV Therapy/Wellness,"['93063', '76505', '71689', '63672', '70974', '29761', '10337', '88605', '99131', '21474']","{'phones': ['2147483647'], 'websites': ['https://jsd-widget.atlassian.com/assets/embed.js', 'https://cdn.logr-ingest.com/logger', 'https://jsd-widget.atlassian.com', 'https://wsrv.nl/?url=null&amp', 'https://polyfill.io/v3/polyfill.min.js?features=es2017%2Cdefault%2Ces2015%2Ces2016%2CIntl']}",,,,,,No redirect,,"{'has_forms': True, 'has_booking': False, 'has_services': False, 'has_pricing': False, 'has_contact': False, 'has_location': False, 'script_count': 6, 'style_count': 11, 'image_count': 0, 'link_count': 0}","{'viewport': 'width=device-width,initial-scale=1,shrink-to-fit=no,maximum-scale=1,user-scalable=no'}",0,2,Medium,,0,1.68,33656,2025-06-22T12:21:35.873762,,
MzYy,362,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MzYy,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget/401,,401,IV Therapy/Wellness,"['93063', '76505', '71689', '63672', '70974', '29761', '10337', '88605', '99131', '21474']","{'phones': ['2147483647'], 'websites': ['https://jsd-widget.atlassian.com/assets/embed.js', 'https://cdn.logr-ingest.com/logger', 'https://jsd-widget.atlassian.com', 'https://polyfill.io/v3/polyfill.min.js?features=es2017%2Cdefault%2Ces2015%2Ces2016%2CIntl', 'https://wsrv.nl/?url=&amp']}",,,,,,Redirects to generic widget,,"{'has_forms': True, 'has_booking': False, 'has_services': False, 'has_pricing': False, 'has_contact': False, 'has_location': False, 'script_count': 7, 'style_count': 10, 'image_count': 0, 'link_count': 1}","{'viewport': 'width=device-width,initial-scale=1,shrink-to-fit=no,maximum-scale=1,user-scalable=no'}",0,2,Low,,0,2.97,27089,2025-06-22T12:21:39.089852,,
MzYz,363,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MzYz,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget-business/52546,VSDH One - Kshitij test,VSDH One - Kshitij test,IV Therapy/Wellness,"['93063', '66667', '76505', '71689', '63672', '70974', '25252', '58681', '29761', '76389']","{'phones': ['2147483647'], 'websites': ['https://vsdigitalprod.blob.core.windows.net/vsdigital', 'https://www.googletagmanager.com/gtag/js?id=G', 'https://jsd-widget.atlassian.com/assets/embed.js', 'http://www.w3.org/2000/svg', 'https://cdn.logr-ingest.com/logger']}",,,,,,Redirects to widget-business: 52546,52546,"{'has_forms': True, 'has_booking': False, 'has_services': True, 'has_pricing': False, 'has_contact': False, 'has_location': False, 'script_count': 12, 'style_count': 10, 'image_count': 2, 'link_count': 1}","{'viewport': 'width=device-width,initial-scale=1,shrink-to-fit=no,maximum-scale=1,user-scalable=no'}",1,2,Medium,,2,1.88,31464,2025-06-22T12:21:41.265068,,
Mzcw,370,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/Mzcw,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget-business/745yc,,,IV Therapy/Wellness,"['93063', '66667', '11741', '76505', '71689', '63672', '70974', '25252', '58681', '29761']","{'phones': ['2147483647'], 'websites': ['https://vsdigitalprod.blob.core.windows.net/vsdigital', 'https://jsd-widget.atlassian.com/assets/embed.js', 'http://www.w3.org/2000/svg', 'https://cdn.logr-ingest.com/logger', 'https://jsd-widget.atlassian.com']}",,,,,,Redirects to widget-business: 745yc,745yc,"{'has_forms': True, 'has_booking': False, 'has_services': False, 'has_pricing': False, 'has_contact': True, 'has_location': False, 'script_count': 11, 'style_count': 10, 'image_count': 2, 'link_count': 0}","{'viewport': 'width=device-width,initial-scale=1,shrink-to-fit=no,maximum-scale=1,user-scalable=no'}",1,2,Low,,2,2.23,32421,2025-06-22T12:21:43.728583,,
Mzcx,371,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/Mzcx,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget-business/rr94y,,,IV Therapy/Wellness,"['93063', '66667', '76505', '71689', '63672', '70974', '25252', '58681', '29761', '76389']","{'phones': ['2147483647'], 'websites': ['https://vsdigitalprod.blob.core.windows.net/vsdigital', 'https://www.googletagmanager.com/gtag/js?id=G', 'https://jsd-widget.atlassian.com/assets/embed.js', 'http://www.w3.org/2000/svg', 'https://cdn.logr-ingest.com/logger']}",,,,,,Redirects to widget-business: rr94y,rr94y,"{'has_forms': True, 'has_booking': False, 'has_services': False, 'has_pricing': False, 'has_contact': False, 'has_location': False, 'script_count': 13, 'style_count': 10, 'image_count': 4, 'link_count': 0}","{'viewport': 'width=device-width,initial-scale=1,shrink-to-fit=no,maximum-scale=1,user-scalable=no'}",0,2,Low,,4,2.92,31849,2025-06-22T12:21:46.877240,,
NDAw,400,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDAw,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDAw,Akshay Health Center,Akshay Health Center,IV Therapy/Wellness,"['93063', '76505', '71689', '63672', '70974', '29761', '10337', '88605', '99131', '21474']","{'phones': ['2147483647'], 'websites': ['https://jsd-widget.atlassian.com/assets/embed.js', 'https://cdn.logr-ingest.com/logger', 'https://jsd-widget.atlassian.com', 'https://wsrv.nl/?url=null&amp', 'https://polyfill.io/v3/polyfill.min.js?features=es2017%2Cdefault%2Ces2015%2Ces2016%2CIntl']}",['health'],,,,,No redirect,,"{'has_forms': True, 'has_booking': False, 'has_services': False, 'has_pricing': False, 'has_contact': False, 'has_location': False, 'script_count': 6, 'style_count': 11, 'image_count': 0, 'link_count': 0}","{'viewport': 'width=device-width,initial-scale=1,shrink-to-fit=no,maximum-scale=1,user-scalable=no'}",1,2,Medium,,0,1.46,33669,2025-06-22T12:21:48.556119,,
